CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL.5000,PO2SM,IM,GM,AÑO
20,Oaxaca,20358,Santa Ana Tlapacoyan,1990,26.73,-,3.32,27.6,44.09,34.99,100,86.87,0.299,Alto,2000
20,Oaxaca,20097,San Andr�s Solaga,1988,25.63,64.19,5.33,7.7,49.42,84.53,100,88.69,0.206,Alto,1990
20,Oaxaca,20094,San Andr�s Nuxi�o,1983,13.02,0.82,10.38,47.81,66.82,30.42,100,84.68,0.555,Alto,2005
20,Oaxaca,20154,San Ildefonso Amatlón,1980,23.41,-,5.21,41.97,-,-,-,-,1.116,Muy alto,1995
20,Oaxaca,20214,San Juan Quiotepec,1979,26.21,0.76,5.27,4.35,44.38,12.38,100,89.17,1.27,Muy alto,2015
20,Oaxaca,20353,Santa Ana,1978,17.45,1.03,5.02,31.25,49.34,18.26,100,78.92,0.719,Alto,2010
20,Oaxaca,20349,San Sebastián Teitipac,1976,17.82,4.47,4.54,66.01,33.4,16.41,100,44.72,0.404,Alto,2010
20,Oaxaca,20458,Santiago Comaltepec,1972,21.94,35.47,13.72,18.28,73.55,70.24,100,90.54,0.166,Alto,1990
20,Oaxaca,20380,Santa Cruz Papalutla,1972,11.03,1.12,3.41,18.04,49.53,14.98,100,71.33,0.204,Medio,2010
20,Oaxaca,20089,San Andr�s Dinicuiti,1969,27.31,75.24,3.13,22.64,71.29,48.46,100,84.59,0.428,Alto,1990
20,Oaxaca,20139,San Francisco Chapulapa,1968,37.03,2.34,33.71,24.03,72.42,74.34,100,91.03,2.098,Muy alto,2005
20,Oaxaca,20139,San Francisco Chapulapa,1967,41.52,-,42.25,56.43,-,-,-,-,1.962,Muy alto,1995
20,Oaxaca,20478,Santiago Nacaltepec,1967,14.75,0.94,2.74,27.84,42.16,57.29,100,90.19,0.562,Alto,2005
20,Oaxaca,20349,San Sebastián Teitipac,1967,10.58,3.76,2.69,48.14,32.32,11.99,100,55.66,0.618,Alto,2015
20,Oaxaca,20481,Santiago Nuyo�,1966,18.66,0.71,2.73,6.66,39.35,48.47,100,82.35,0.565,Alto,2010
20,Oaxaca,20349,San Sebastián Teitipac,1962,16.28,14.71,3.78,46.27,49.28,48.82,100,78.84,0.656,Alto,2005
20,Oaxaca,20425,Santa María P�palo,1958,24.42,-,4.85,49.39,-,-,-,-,1.202,Muy alto,1995
20,Oaxaca,20569,Santa In�s De Zaragoza,1958,15.76,-,9.94,81.14,58.75,36.42,100,92.56,0.611,Alto,2000
20,Oaxaca,20038,Villa Hidalgo,1955,28.29,5.27,13.78,8.58,53,42.81,100,80.95,0.775,Alto,2005
20,Oaxaca,20531,Santo Tomás Mazaltepec,1954,13.99,79.89,4.5,11.77,74,59.01,100,88.74,0.231,Alto,1990
20,Oaxaca,20201,San Juan Juquila Vijanos,1953,14.16,3.84,0.67,5.07,48,28.06,100,69.38,0.846,Alto,2015
20,Oaxaca,20358,Santa Ana Tlapacoyan,1950,18.32,1.54,1.95,15.69,25.12,8.83,100,40.07,0.196,Alto,2015
20,Oaxaca,20362,Santa Catarina Cuixtla,1948,23.25,26.18,10.06,15.3,61.37,43.02,100,89.08,0.005,Medio,1990
20,Oaxaca,20561,Yaxe,1946,27.06,95.43,9.35,66.39,85.46,81.6,100,93.84,1.215,Muy alto,1990
20,Oaxaca,20255,San Mateo Sindihui,1945,37.49,-,6.49,14.13,72.84,75.54,100,86.92,1.055,Muy alto,2000
20,Oaxaca,20148,San Francisco Ozolotepec,1945,28.51,0.51,5.9,1.95,64.43,16.85,100,92.44,1.248,Muy alto,2010
20,Oaxaca,20487,Santiago Tenango,1945,5.88,2.27,3.91,18.02,53.17,26.58,100,64.54,0.058,Medio,2010
20,Oaxaca,20315,San Pedro Mártir,1943,22.09,-,3.62,100,-,-,-,-,1.323,Muy alto,1995
20,Oaxaca,20233,San Lucas Quiavin�,1941,42.39,-,3.31,0.52,64.69,47.61,100,91.76,1.127,Muy alto,2000
20,Oaxaca,20148,San Francisco Ozolotepec,1940,22.39,0.57,4.23,2.47,57.83,16.86,100,76.22,1.247,Muy alto,2015
20,Oaxaca,20531,Santo Tomás Mazaltepec,1939,8.53,-,1.91,2.04,54.52,44.77,100,79.94,-0.146,Medio,2000
20,Oaxaca,20154,San Ildefonso Amatlón,1938,23.25,-,4.16,14.84,73.71,65.78,100,93.87,0.77,Alto,2000
20,Oaxaca,20189,San Juan Comaltepec,1937,22.09,-,42.54,41.92,-,-,-,-,1.717,Muy alto,1995
20,Oaxaca,20496,Santiago Xiacu�,1934,8.24,-,1.03,1.86,-,-,-,-,-0.428,Medio,1995
20,Oaxaca,20162,San Jer�nimo Taviche,1934,11.08,11.53,3.77,57.86,67.54,16.89,100,57.61,1.429,Muy alto,2015
20,Oaxaca,20343,San Sebastián Abasolo,1933,4.31,0.57,0.88,21.78,43.96,12.86,100,72.21,0.141,Alto,2015
20,Oaxaca,20405,Villa de Chilapa de Díaz,1932,14.31,4.3,2.76,1.56,39.54,26.02,100,70.8,0.267,Medio,2010
20,Oaxaca,20369,Santa Catarina Quian�,1931,10.9,1.45,1.35,2.18,27.16,14.49,100,49.21,-0.118,Medio,2015
20,Oaxaca,20368,Santa Catarina Minas,1930,12.62,1.5,0.83,8.29,41.82,7.84,100,63.16,0.244,Alto,2015
20,Oaxaca,20104,San Antonino El Alto,1929,21.95,-,17.4,8.62,73.58,54.53,100,88.49,0.76,Alto,2000
20,Oaxaca,20428,Santa María Quiegolani,1924,23.43,4.48,3.01,1.98,50.76,22.77,100,85.45,1.275,Muy alto,2015
20,Oaxaca,20271,San Miguel Mixtepec,1920,59.42,46.49,76.33,11.67,80.98,89.06,100,91.25,1.52,Muy alto,1990
20,Oaxaca,20145,San Francisco Lachigol�,1920,8.16,1.85,6.5,53.11,38.27,24.83,100,63.69,-0.283,Medio,2005
20,Oaxaca,20038,Villa Hidalgo,1917,19.89,1.25,9.92,1.68,37.69,13.62,100,80.71,1.001,Alto,2015
20,Oaxaca,20139,San Francisco Chapulapa,1914,40.9,-,42.45,43.34,78.07,85.42,100,94.7,2.093,Muy alto,2000
20,Oaxaca,20081,San Agustín Atenango,1914,30.11,7.02,4.39,5.07,32.7,23.38,100,77.96,0.848,Alto,2010
20,Oaxaca,20478,Santiago Nacaltepec,1913,13.22,0.58,2.56,24.72,30,22.53,100,85.64,0.446,Alto,2010
20,Oaxaca,20499,Santiago Yolom�catl,1912,8.3,2.35,7.1,7.29,45,18.67,100,57.67,-0.528,Medio,2005
20,Oaxaca,20380,Santa Cruz Papalutla,1910,12.93,1.2,0.42,12.49,57.87,29.21,100,82.83,0.118,Alto,2005
20,Oaxaca,20201,San Juan Juquila Vijanos,1908,20.62,12.13,2.53,0.95,65.09,74.53,100,94.23,0.888,Alto,2005
20,Oaxaca,20315,San Pedro Mártir,1903,22.16,-,4.53,94.34,67.48,76.97,100,95.03,1.441,Muy alto,2000
20,Oaxaca,20160,San Jer�nimo Silacayoapilla,1901,20.05,-,2.37,6.7,-,-,-,-,-0.294,Medio,1995
20,Oaxaca,20094,San Andr�s Nuxi�o,1898,9.25,1.43,4.21,42.8,50.7,32.2,100,73.79,0.549,Alto,2010
20,Oaxaca,20395,Santa María Apazco,1898,44.7,8.03,14.9,33.84,43.21,30.73,100,88.14,1.924,Muy alto,2010
20,Oaxaca,20160,San Jer�nimo Silacayoapilla,1895,15.61,-,2.96,4.34,58.19,15.59,100,82.48,0.12,Alto,2000
20,Oaxaca,20270,San Miguel Huautla,1893,37.64,85.42,82.46,87.49,77.15,94.21,100,82.8,1.601,Muy alto,1990
20,Oaxaca,20167,San José Del Pe�asco,1892,15.31,-,9.5,27.26,76.09,88.89,100,94.22,0.848,Alto,2000
20,Oaxaca,20431,Santa María Tecomavaca,1888,11.01,-,4.9,15.01,-,-,-,-,-0.432,Medio,1995
20,Oaxaca,20201,San Juan Juquila Vijanos,1886,30.35,72.27,9.7,10.53,64.99,95.31,100,93.54,0.75,Alto,1990
20,Oaxaca,20372,Santa Catarina Yosonot�,1886,31.6,2.77,6.32,44.87,42.89,21.78,100,81.49,1.13,Muy alto,2010
20,Oaxaca,20080,San Agustín Amatengo,1883,34.71,-,2.98,14.34,-,-,-,-,0.503,Alto,1995
20,Oaxaca,20182,San Juan Bautista Tlacoatzintepec,1882,51.55,18.59,39.11,24.28,81.5,99.04,100,85.79,1.067,Alto,1990
20,Oaxaca,20148,San Francisco Ozolotepec,1879,40.86,-,15.27,37.47,-,-,-,-,1.58,Muy alto,1995
20,Oaxaca,20531,Santo Tomás Mazaltepec,1878,10.19,7.92,1.08,2.1,53.99,23.79,100,76.83,-0.213,Medio,2005
20,Oaxaca,20340,San Pedro y San Pablo Tequixtepec,1878,13.74,8.15,5.96,9.97,31.38,21.54,100,86.49,0.423,Alto,2010
20,Oaxaca,20139,San Francisco Chapulapa,1873,49.19,57.67,70.8,67.23,84.42,92.37,100,91.21,1.824,Muy alto,1990
20,Oaxaca,20255,San Mateo Sindihui,1871,32.36,1.71,1.29,36.83,76.2,53.84,100,83.55,1.16,Muy alto,2005
20,Oaxaca,20097,San Andr�s Solaga,1869,21.05,-,2.73,5.24,-,-,-,-,0.056,Medio,1995
20,Oaxaca,20146,San Francisco Logueche,1868,36.83,-,11.67,44.93,87.29,89.16,100,83.12,1.41,Muy alto,2000
20,Oaxaca,20255,San Mateo Sindihui,1867,42.94,-,7.09,77,-,-,-,-,1.867,Muy alto,1995
20,Oaxaca,20353,Santa Ana,1867,24.11,-,1.45,14.53,72.47,62.9,100,90.51,0.87,Alto,2000
20,Oaxaca,20104,San Antonino El Alto,1866,26.37,-,22.21,23.2,-,-,-,-,1.037,Muy alto,1995
20,Oaxaca,20405,Villa De Chilapa De Díaz,1865,22.39,-,3.6,13.95,-,-,-,-,-0.322,Medio,1995
20,Oaxaca,20372,Santa Catarina Yosonot�,1864,31.57,1.61,9.01,73.84,54.06,57.42,100,84.58,1.248,Muy alto,2005
20,Oaxaca,20429,Santa María Sola,1863,32.43,80.16,38.75,58.18,76.92,89.27,100,93.07,1.307,Muy alto,1990
20,Oaxaca,20167,San José del Pe�asco,1863,14.6,3.02,8.65,25.99,64.58,34.91,100,90.56,0.648,Alto,2005
20,Oaxaca,20541,Tanetze De Zaragoza,1855,9.51,-,0.76,0,54.86,59.11,100,94.9,0.077,Alto,2000
20,Oaxaca,20358,Santa Ana Tlapacoyan,1854,20.81,1.84,2.44,25.12,31.75,26.15,100,85.79,0.685,Alto,2010
20,Oaxaca,20533,Santo Tomás Tamazulapan,1853,17.6,15.31,9.05,10.09,61.59,29.37,100,79.89,0.481,Alto,2005
20,Oaxaca,20343,San Sebastián Abasolo,1849,5.03,1.02,0.96,20.83,46.65,25.4,100,72.92,-0.068,Medio,2010
20,Oaxaca,20173,San Juan Atepec,1848,19.95,22.79,10.23,7.67,61.38,92.97,100,91.84,0.084,Alto,1990
20,Oaxaca,20372,Santa Catarina Yosonot�,1848,43.31,-,15.54,79.39,51.3,61.48,100,88,1.263,Muy alto,2000
20,Oaxaca,20162,San Jer�nimo Taviche,1848,16.85,5.25,15.8,26.95,72.17,25.22,100,49.2,0.863,Alto,2010
20,Oaxaca,20351,San Simón Almolongas,1847,27.13,2.77,3.19,22.24,53.54,94.03,100,81.87,1.184,Muy alto,2005
20,Oaxaca,20369,Santa Catarina Quian�,1847,14.02,1.79,0.92,2.71,30.24,9.54,100,47.78,-0.417,Medio,2010
20,Oaxaca,20420,Santa María Lachix�o,1844,23.52,2.33,6.35,1.41,49.89,23.77,100,70.93,1.183,Alto,2015
20,Oaxaca,20252,San Mateo Pe�asco,1838,43.69,-,29.74,19.55,67.73,57.51,100,93.69,1.307,Muy alto,2000
20,Oaxaca,20541,Tanetze de Zaragoza,1837,12.9,10.56,1.85,2.85,66.53,74.4,100,92.17,-0.185,Medio,1990
20,Oaxaca,20146,San Francisco Logueche,1835,58.13,91.98,76.64,99.83,86.89,99.66,100,61.7,2.113,Muy alto,1990
20,Oaxaca,20065,Ixpantepec Nieves,1835,41.34,-,3.52,12.28,49.87,42.21,100,81.89,0.779,Alto,2000
20,Oaxaca,20148,San Francisco Ozolotepec,1835,31.7,1.98,7.31,3.86,82.19,70.49,100,88.94,1.438,Muy alto,2005
20,Oaxaca,20380,Santa Cruz Papalutla,1833,17.81,-,3.08,10.42,66.07,36,100,86.17,0.181,Alto,2000
20,Oaxaca,20372,Santa Catarina Yosonot�,1832,40.95,-,11.72,89.47,-,-,-,-,1.309,Muy alto,1995
20,Oaxaca,20201,San Juan Juquila Vijanos,1832,16.57,3.9,2.06,8.07,58.06,53.78,100,88.73,1.057,Muy alto,2010
20,Oaxaca,20431,Santa María Tecomavaca,1831,11.75,-,2.83,6.61,53.85,26.71,100,82.37,-0.254,Medio,2000
20,Oaxaca,20201,San Juan Juquila Vijanos,1830,24.41,-,2.03,2.85,61.8,87.36,100,98.03,0.948,Alto,2000
20,Oaxaca,20148,San Francisco Ozolotepec,1822,54.89,39.3,5.71,10.65,86.31,93.35,100,92.31,1.266,Muy alto,1990
20,Oaxaca,20541,Tanetze De Zaragoza,1821,13.72,-,1.1,1.6,-,-,-,-,-0.227,Medio,1995
20,Oaxaca,20243,San Martín Tilcajete,1821,5.57,1.48,0.99,11.31,33.04,14.55,100,48.17,-0.203,Medio,2015
20,Oaxaca,20481,Santiago Nuyo�,1820,19.31,0.39,1.16,28.63,45.92,55.32,100,87.57,1.743,Muy alto,2015
20,Oaxaca,20448,Santa María Zaniza,1818,36.09,9.37,9.34,4.61,81.96,59.81,100,93.5,1.509,Muy alto,2005
20,Oaxaca,20368,Santa Catarina Minas,1816,15.4,4.02,1.21,30.4,46.19,19.11,100,65.17,0.376,Medio,2010
20,Oaxaca,20069,La Pe,1812,37.29,72.94,19.87,98.39,79.06,83.39,100,92.69,1.425,Muy alto,1990
20,Oaxaca,20352,San Simón Zahuatlón,1810,69.92,-,12.54,100,-,-,-,-,2.178,Muy alto,1995
20,Oaxaca,20187,San Juan Coatz�spam,1808,30.36,2.24,3.96,11.78,50.2,7.59,100,90.33,1.516,Muy alto,2015
20,Oaxaca,20323,San Pedro Ocotepec,1807,42.87,-,11.51,16.05,-,-,-,-,1.158,Muy alto,1995
20,Oaxaca,20563,Yogana,1807,46.43,-,11.23,43.94,-,-,-,-,1.198,Muy alto,1995
20,Oaxaca,20425,Santa María P�palo,1801,28.41,9.59,38.18,27.03,75.2,97.27,100,96.65,0.925,Alto,1990
20,Oaxaca,20080,San Agustín Amatengo,1796,33.52,-,3.6,9.72,46.89,58.25,100,90.07,0.546,Alto,2000
20,Oaxaca,20369,Santa Catarina Quian�,1791,19.86,-,2.4,7.71,-,-,-,-,-0.097,Medio,1995
20,Oaxaca,20195,San Juan Diuxi,1790,44.97,85.47,47.43,68.83,70.69,85.99,100,95.61,1.631,Muy alto,1990
20,Oaxaca,20145,San Francisco Lachigol�,1789,10.46,-,10.14,48.43,56.44,26.72,100,66.26,-0.177,Medio,2000
20,Oaxaca,20342,San Raymundo Jalpan,1788,5.23,2.98,4.88,3.48,49.13,34.94,100,64.01,-0.387,Medio,2005
20,Oaxaca,20081,San Agustín Atenango,1787,31.54,9.01,5.55,23.17,37.44,24.23,100,85.29,0.659,Alto,2005
20,Oaxaca,20478,Santiago Nacaltepec,1785,10.97,1.46,2.91,5.71,26.28,11.26,100,82.97,0.42,Alto,2015
20,Oaxaca,20195,San Juan Diuxi,1784,37.86,-,7.06,65.92,-,-,-,-,1.36,Muy alto,1995
20,Oaxaca,20487,Santiago Tenango,1782,5.52,3.82,7.93,29.64,59.85,43.21,100,77.01,0.155,Alto,2005
20,Oaxaca,20315,San Pedro Mártir,1781,20.21,18.1,0.63,91.51,56.64,79.11,100,91.34,1.478,Muy alto,2005
20,Oaxaca,20323,San Pedro Ocotepec,1780,29.38,-,13.71,12.38,66.49,66.06,100,86.73,0.899,Alto,2000
20,Oaxaca,20243,San Martín Tilcajete,1776,11.25,-,2.31,22.68,61.54,30.77,100,80.7,-0.026,Alto,2000
20,Oaxaca,20175,San Juan Bautista Atatlahuca,1775,24.74,-,5.25,3.28,70.79,69.71,100,93.55,0.612,Alto,2000
20,Oaxaca,20431,Santa María Tecomavaca,1774,11.38,2.6,0.17,11.29,43.75,20.61,100,76.69,0.039,Medio,2010
20,Oaxaca,20033,Guadalupe Etla,1772,8.11,15.81,5.64,15.87,61.99,22.76,100,75.18,-0.865,Bajo,1990
20,Oaxaca,20033,Guadalupe Etla,1770,7.01,-,2.2,9.89,-,-,-,-,-0.767,Bajo,1995
20,Oaxaca,20428,Santa María Quiegolani,1770,31.3,7.51,5.09,0.74,60.61,36.13,100,88.91,1.331,Muy alto,2010
20,Oaxaca,20233,San Lucas Quiavin�,1769,34.24,13.14,2.76,0,58.74,82.87,100,88.2,1.289,Muy alto,2005
20,Oaxaca,20487,Santiago Tenango,1767,9.05,74.99,19.52,80.94,75.22,61.74,100,86.27,0.55,Alto,1990
20,Oaxaca,20496,Santiago Xiacu�,1762,7.42,-,0.91,1.09,44.83,24.96,100,79.15,-0.648,Medio,2000
20,Oaxaca,20523,Santo Domingo Yanhuitlón,1760,13.39,23.64,11.56,30.54,57.42,35.01,100,86.58,-0.309,Medio,1990
20,Oaxaca,20081,San Agustín Atenango,1760,29.4,3.92,3.13,6.59,26.8,10.23,100,52.17,0.774,Alto,2015
20,Oaxaca,20163,San Jer�nimo Tecóatl,1759,49.69,35.09,55.63,22.26,69.77,67.12,100,88.78,0.952,Alto,1990
20,Oaxaca,20369,Santa Catarina Quian�,1758,18.42,-,1.71,2.92,53.22,15.19,100,78.83,-0.114,Medio,2000
20,Oaxaca,20504,Nuevo Zoqui�pam,1757,8.42,-,0.46,0,66.76,58.22,100,83.71,-0.029,Alto,2000
20,Oaxaca,20094,San Andr�s Nuxi�o,1756,6.46,0.17,2.56,8.6,39.35,5.98,100,67.34,-0.001,Medio,2015
20,Oaxaca,20438,Santa María Tlalixtac,1754,32.66,3.62,4.68,10.35,60.7,18.45,100,84.28,1.292,Muy alto,2010
20,Oaxaca,20458,Santiago Comaltepec,1752,19.78,-,4.11,7.56,-,-,-,-,0.319,Medio,1995
20,Oaxaca,20346,San Sebastián Nicananduta,1751,43.57,31.98,2.06,3.03,65.96,65.37,100,97.34,0.394,Alto,1990
20,Oaxaca,20162,San Jer�nimo Taviche,1750,17.17,22.63,16.91,39.77,82.27,39.63,100,86.9,1.17,Muy alto,2005
20,Oaxaca,20236,San Marcial Ozolotepec,1748,52.05,67.49,74.84,34.45,87.17,95.59,100,96.39,1.84,Muy alto,1990
20,Oaxaca,20069,La Pe,1747,33.54,-,7.96,12.08,-,-,-,-,1.018,Muy alto,1995
20,Oaxaca,20544,Teococuilco De Marcos P�rez,1747,10.79,-,0.4,0.94,56.3,63.35,100,89.07,-0.051,Alto,2000
20,Oaxaca,20233,San Lucas Quiavin�,1745,35.14,4.3,1.09,1.15,54.61,32.59,100,84.18,1.344,Muy alto,2010
20,Oaxaca,20160,San Jer�nimo Silacayoapilla,1742,17.19,28.6,1.58,7.84,52.84,16.39,100,79.28,0.309,Alto,2005
20,Oaxaca,20243,San Martín Tilcajete,1742,6.74,2.42,1.91,22.69,38.79,19.61,100,47.44,-0.277,Medio,2010
20,Oaxaca,20429,Santa María Sola,1741,25.76,-,18.04,25.73,-,-,-,-,1.104,Muy alto,1995
20,Oaxaca,20236,San Marcial Ozolotepec,1741,35.55,-,64.13,15.4,83.08,84.9,100,88.3,2.015,Muy alto,2000
20,Oaxaca,20097,San Andr�s Solaga,1740,13.25,0.23,0.65,0,32.7,43.82,100,82.92,0.422,Alto,2010
20,Oaxaca,20236,San Marcial Ozolotepec,1736,40.63,-,68.03,23.05,-,-,-,-,2.007,Muy alto,1995
20,Oaxaca,20233,San Lucas Quiavin�,1736,30.75,4.72,1.15,0,44.37,18.43,100,77.84,1.356,Muy alto,2015
20,Oaxaca,20496,Santiago Xiacu�,1736,3.31,0.4,0.12,0.17,28.37,10.71,100,51.87,-0.657,Bajo,2015
20,Oaxaca,20380,Santa Cruz Papalutla,1735,21.58,31.84,7.61,18.57,74.92,67.95,100,91.21,0.278,Alto,1990
20,Oaxaca,20548,Tepelmeme Villa de Morelos,1734,9.77,9.82,12,33.1,46.69,27.8,100,72.29,0.777,Alto,2010
20,Oaxaca,20252,San Mateo Pe�asco,1732,37.08,8.6,12.23,14.84,59.95,41.64,100,90.05,1.156,Muy alto,2005
20,Oaxaca,20340,San Pedro y San Pablo Tequixtepec,1731,13.29,9.78,7.09,12.74,36.04,32.53,100,85.92,0.25,Alto,2005
20,Oaxaca,20149,San Francisco Sola,1731,18.15,5.43,8.26,7.91,49.52,28.25,100,54.29,1.271,Muy alto,2015
20,Oaxaca,20499,Santiago Yolom�catl,1729,10.41,-,2.77,11.55,-,-,-,-,-0.661,Medio,1995
20,Oaxaca,20544,Teococuilco De Marcos P�rez,1729,12.14,-,0.29,0,-,-,-,-,-0.201,Medio,1995
20,Oaxaca,20315,San Pedro Mártir,1727,24.88,24.15,5.1,94.04,68.04,87.32,100,93.12,0.737,Alto,1990
20,Oaxaca,20499,Santiago Yolom�catl,1725,8.82,-,3.2,10.08,51.14,17.38,100,60,-0.678,Medio,2000
20,Oaxaca,20175,San Juan Bautista Atatlahuca,1724,21,0.52,2.61,1.1,49.61,34.28,100,92.25,0.778,Alto,2010
20,Oaxaca,20255,San Mateo Sindihui,1722,48,65.51,3.66,41.79,87.03,95.06,100,91.64,1.314,Muy alto,1990
20,Oaxaca,20146,San Francisco Logueche,1722,45.41,-,6.99,64.69,-,-,-,-,1.755,Muy alto,1995
20,Oaxaca,20477,Santiago Minas,1721,33.07,-,28.94,91.28,-,-,-,-,1.691,Muy alto,1995
20,Oaxaca,20487,Santiago Tenango,1721,7.18,-,13.02,58.17,65.58,33.08,100,80.12,0.264,Alto,2000
20,Oaxaca,20395,Santa María Apazco,1720,43.24,6.4,9.77,25.87,36.05,16.8,100,23.02,1.654,Muy alto,2015
20,Oaxaca,20362,Santa Catarina Cuixtla,1719,16.99,-,4.13,6.83,-,-,-,-,0.017,Medio,1995
20,Oaxaca,20544,Teococuilco de Marcos P�rez,1716,14.33,10.12,0.93,0.23,66.95,88.68,100,86.1,-0.171,Medio,1990
20,Oaxaca,20405,Villa De Chilapa De Díaz,1711,19,-,3.61,11.18,47.82,29.8,100,84.69,-0.032,Alto,2000
20,Oaxaca,20315,San Pedro Mártir,1711,18.2,7.55,1.14,97.89,45.02,77.39,100,87.57,1.977,Muy alto,2010
20,Oaxaca,20400,Santa María Camotlón,1710,27.62,70.24,6.2,12.42,65.61,30.35,100,88.1,0.154,Alto,1990
20,Oaxaca,20558,Valerio Trujano,1710,18.03,53.43,8.39,20.8,66.67,43.68,100,90.44,0.036,Medio,1990
20,Oaxaca,20240,San Martín Itunyoso,1709,53.92,98.27,47.59,100,79.89,78.91,100,96.99,1.958,Muy alto,1990
20,Oaxaca,20541,Tanetze de Zaragoza,1707,9.35,1.82,1.18,0.88,36.73,39.34,100,85.02,0.362,Medio,2010
20,Oaxaca,20569,Santa In�s de Zaragoza,1707,12.84,3.75,5.13,56.41,39.47,18.65,100,84.43,0.704,Alto,2010
20,Oaxaca,20301,San Pedro Ap�stol,1706,23.81,-,1.94,96.31,-,-,-,-,0.479,Alto,1995
20,Oaxaca,20270,San Miguel Huautla,1703,32.98,-,46.55,58.46,72.03,78.55,100,94.51,1.781,Muy alto,2000
20,Oaxaca,20365,Santa Catarina Lachatao,1702,9.39,8.21,29.67,25.44,65.71,69.94,100,92.17,-0.192,Medio,1990
20,Oaxaca,20163,San Jer�nimo Tecóatl,1702,40.76,-,15.31,20.86,59.41,60.66,100,90.45,1.077,Muy alto,2000
20,Oaxaca,20504,Nuevo Zoqui�pam,1700,8.1,22.82,4.24,2.06,80.63,86.88,100,88.81,0.089,Alto,1990
20,Oaxaca,20380,Santa Cruz Papalutla,1699,16.36,-,2.65,12.88,-,-,-,-,0.514,Alto,1995
20,Oaxaca,20097,San Andr�s Solaga,1699,17.24,4.53,2.74,0,35.28,66.1,100,91.64,0.34,Alto,2005
20,Oaxaca,20431,Santa María Tecomavaca,1698,9.92,38.28,8.19,14.4,67.28,28.26,100,79.15,-0.498,Medio,1990
20,Oaxaca,20368,Santa Catarina Minas,1698,18.25,7.36,1.54,35.8,58.45,23.52,100,80.21,0.469,Alto,2005
20,Oaxaca,20336,San Pedro Y�lox,1698,18.36,1.41,4.77,7.66,42.44,17.48,100,80.1,1.03,Alto,2015
20,Oaxaca,20353,Santa Ana,1697,23.44,1.95,1.24,24.26,61.24,91.75,100,86.99,1.183,Muy alto,2005
20,Oaxaca,20301,San Pedro Ap�stol,1694,26.38,19.36,4.37,96.4,49.14,65.82,100,87.68,0.297,Alto,1990
20,Oaxaca,20315,San Pedro Mártir,1694,15.62,4.32,1.01,87.49,47.47,47.04,100,54.24,2.067,Muy alto,2015
20,Oaxaca,20314,San Pedro Juchatengo,1693,11.75,2.54,2.19,2.42,45.82,15.28,100,69.79,0.061,Medio,2010
20,Oaxaca,20431,Santa María Tecomavaca,1692,8.37,2.42,0.71,17.98,39.29,18.27,100,78.04,0.405,Alto,2015
20,Oaxaca,20167,San José del Pe�asco,1691,21.74,15.32,54.82,40.15,83.07,82.26,100,90.19,0.855,Alto,1990
20,Oaxaca,20504,Nuevo Zoqui�pam,1690,8.14,-,0.24,2.54,-,-,-,-,0.068,Medio,1995
20,Oaxaca,20152,San Francisco Tlapancingo,1688,48.52,-,5.07,49.69,-,-,-,-,1.315,Muy alto,1995
20,Oaxaca,20358,Santa Ana Tlapacoyan,1687,29.1,3.98,3.39,26.94,40.22,24.7,100,83.5,0.502,Alto,2005
20,Oaxaca,20405,Villa de Chilapa de Díaz,1687,19.72,3.64,1.97,9.18,44.01,27.84,100,81.4,0.182,Alto,2005
20,Oaxaca,20456,Santiago Cacaloxtepec,1686,29.06,14.41,1.25,1.66,36.49,7.35,100,58.21,0.367,Medio,2010
20,Oaxaca,20533,Santo Tomás Tamazulapan,1683,21,-,14.5,13.87,62.02,43.38,100,83.11,0.509,Alto,2000
20,Oaxaca,20431,Santa María Tecomavaca,1683,10.79,6.6,1.93,4.32,53.05,25.51,100,79.18,-0.11,Medio,2005
20,Oaxaca,20353,Santa Ana,1682,28.09,68.73,14.68,72.71,85.25,61.69,100,89.89,1.068,Alto,1990
20,Oaxaca,20323,San Pedro Ocotepec,1681,43.09,61.61,48.66,26.27,73.65,84.79,100,93.41,1.159,Muy alto,1990
20,Oaxaca,20496,Santiago Xiacu�,1681,5.97,0.3,1.02,0.48,42.26,32.29,100,76.08,-0.477,Medio,2005
20,Oaxaca,20175,San Juan Bautista Atatlahuca,1680,24.27,-,6.79,11.37,-,-,-,-,0.793,Alto,1995
20,Oaxaca,20420,Santa María Lachix�o,1680,27.05,4.3,5.69,0,60.23,26.03,100,90.93,1.032,Muy alto,2010
20,Oaxaca,20340,San Pedro y San Pablo Tequixtepec,1680,10.65,4.12,2.93,9.19,29.32,6.75,100,83.15,0.386,Alto,2015
20,Oaxaca,20173,San Juan Atepec,1678,20.18,-,9.06,11.73,-,-,-,-,0.535,Alto,1995
20,Oaxaca,20097,San Andr�s Solaga,1678,17.06,-,2.99,0.18,40.3,65.11,100,95.34,0.305,Alto,2000
20,Oaxaca,20563,Yogana,1677,54.66,88.05,14.91,54.75,67.52,77.14,100,90.19,1.268,Muy alto,1990
20,Oaxaca,20429,Santa María Sola,1675,25.47,-,16.24,23.31,63.97,82.03,100,88.7,1.058,Muy alto,2000
